,기준연도,법인등록번호,기업명,고유번호,직급_x,해당직급 직원수_x,직급_y,해당직급 직원수_y,직급_x,해당직급 직원수_x,직급_y,해당직급 직원수_y,직급_x,해당직급 직원수_x,직급_y,해당직급 직원수_y,직급,해당직급 직원수,총직원수
4,201206,1101110014970,교보생명보험주식회사,0010597,임직원,4648,임직원_임원,9,임직원_이사대우,43,임직원_직원,4596,등록 설계사,22363,등록 설계사_전속 설계사,19638,등록 설계사_교차모집 설계사,2725,54022
5,201206,1101110667498,신한생명보험주식회사,0010599,임직원,1368,임직원_임원,7,임직원_이사대우,20,임직원_직원,1341,등록 설계사,9748,등록 설계사_전속 설계사,9572,등록 설계사_교차모집 설계사,176,22232
6,201206,1801110078443,DGB생명보험주식회사,0010605,임직원,345,임직원_임원,9,임직원_이사대우,5,임직원_직원,331,등록 설계사,1611,등록 설계사_전속 설계사,1567,등록 설계사_교차모집 설계사,44,3912
7,201206,2001110014608,케이디비생명보험주식회사,0010607,임직원,869,임직원_임원,9,임직원_이사대우,12,임직원_직원,848,등록 설계사,4890,등록 설계사_전속 설계사,4791,등록 설계사_교차모집 설계사,99,11518
8,201206,1601110014483,미래에셋생명보험주식회사,0010608,임직원,1433,임직원_임원,9,임직원_이사대우,49,임직원_직원,1375,등록 설계사,6302,등록 설계사_전속 설계사,6138,등록 설계사_교차모집 설계사,164,15470
9,201206,1101116429884,에이아이에이생명보험 주식회사,0010615,임직원,642,임직원_임원,1,임직원_이사대우,31,임직원_직원,610,등록 설계사,1618,등록 설계사_전속 설계사,1597,등록 설계사_교차모집 설계사,21,4520
10,201206,1101110633712,푸르덴셜생명보험주식회사,0010616,임직원,522,임직원_임원,7,임직원_이사대우,18,임직원_직원,497,등록 설계사,2094,등록 설계사_전속 설계사,2094,등록 설계사_교차모집 설계사,0,5232
11,201206,1101110803092,오렌지라이프생명보험 주식회사,0010617,임직원,1053,임직원_임원,6,임직원_이사대우,35,임직원_직원,1012,등록 설계사,6877,등록 설계사_전속 설계사,6877,등록 설계사_교차모집 설계사,0,15860
12,201206,1101110818463,하나생명보험주식회사,0010618,임직원,244,임직원_임원,8,임직원_이사대우,3,임직원_직원,233,등록 설계사,322,등록 설계사_전속 설계사,322,등록 설계사_교차모집 설계사,0,1132
13,201206,1101110623606,DB생명보험주식회사,0010619,임직원,545,임직원_임원,5,임직원_이사대우,9,임직원_직원,531,등록 설계사,3291,등록 설계사_전속 설계사,1352,등록 설계사_교차모집 설계사,1939,7672
14,201206,1101110631154,메트라이프생명보험(주),0010620,임직원,641,임직원_임원,5,임직원_이사대우,19,임직원_직원,617,등록 설계사,6554,등록 설계사_전속 설계사,6554,등록 설계사_교차모집 설계사,0,14390
15,201206,1101110624688,동양생명보험주식회사,0010622,임직원,759,임직원_임원,9,임직원_이사대우,13,임직원_직원,737,등록 설계사,3975,등록 설계사_전속 설계사,3768,등록 설계사_교차모집 설계사,207,9468
16,201206,1101110705322,PCA생명보험주식회사,0010624,임직원,388,임직원_임원,6,임직원_이사대우,20,임직원_직원,362,등록 설계사,1291,등록 설계사_전속 설계사,1291,등록 설계사_교차모집 설계사,0,3358
17,201206,1101110709232,처브라이프생명보험주식회사,0010625,임직원,247,임직원_임원,5,임직원_이사대우,6,임직원_직원,236,등록 설계사,1014,등록 설계사_전속 설계사,1014,등록 설계사_교차모집 설계사,0,2522
18,201206,1101112620121,비엔피파리바카디프생명보험주식회사,0011226,임직원,145,임직원_임원,8,임직원_이사대우,7,임직원_직원,130,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,290
19,201206,1101112762668,푸본현대생명보험주식회사,0011320,임직원,455,임직원_임원,8,임직원_이사대우,10,임직원_직원,437,등록 설계사,827,등록 설계사_전속 설계사,824,등록 설계사_교차모집 설계사,3,2564
20,201206,1101113003699,KB생명보험주식회사,0011388,임직원,293,임직원_임원,8,임직원_이사대우,6,임직원_직원,279,등록 설계사,1285,등록 설계사_전속 설계사,1285,등록 설계사_교차모집 설계사,0,3156
21,201206,1101112940751,라이나생명보험주식회사,0011434,임직원,647,임직원_임원,6,임직원_이사대우,24,임직원_직원,617,등록 설계사,2212,등록 설계사_전속 설계사,2212,등록 설계사_교차모집 설계사,0,5718
22,201206,1101114390376,아이비케이연금보험 주식회사,0012455,임직원,108,임직원_임원,3,임직원_이사대우,4,임직원_직원,101,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,216
23,201206,1101114809377,농협생명보험주식회사,0013173,임직원,761,임직원_임원,7,임직원_이사대우,2,임직원_직원,752,등록 설계사,1393,등록 설계사_전속 설계사,1393,등록 설계사_교차모집 설계사,0,4308
0,201209,1101110003204,한화생명보험주식회사,0010593,임직원,4412,임직원_임원,8,임직원_이사대우,48,임직원_직원,4356,등록 설계사,23627,등록 설계사_전속 설계사,21808,등록 설계사_교차모집 설계사,1819,56078
1,201209,1101110007032,에이비엘생명보험주식회사,0010594,임직원,1679,임직원_임원,7,임직원_이사대우,22,임직원_직원,1650,등록 설계사,6806,등록 설계사_전속 설계사,6716,등록 설계사_교차모집 설계사,90,16970
2,201209,1101110005953,삼성생명보험주식회사,0010595,임직원,6653,임직원_임원,9,임직원_이사대우,79,임직원_직원,6565,등록 설계사,42518,등록 설계사_전속 설계사,39936,등록 설계사_교차모집 설계사,2582,98342
3,201209,1101110018443,흥국생명보험주식회사,0010596,임직원,546,임직원_임원,7,임직원_이사대우,12,임직원_직원,527,등록 설계사,5588,등록 설계사_전속 설계사,4510,등록 설계사_교차모집 설계사,1078,12268
4,201209,1101110014970,교보생명보험주식회사,0010597,임직원,4684,임직원_임원,7,임직원_이사대우,43,임직원_직원,4634,등록 설계사,22676,등록 설계사_전속 설계사,20012,등록 설계사_교차모집 설계사,2664,54720
5,201209,1101110667498,신한생명보험주식회사,0010599,임직원,1415,임직원_임원,7,임직원_이사대우,21,임직원_직원,1387,등록 설계사,10679,등록 설계사_전속 설계사,10576,등록 설계사_교차모집 설계사,103,24188
6,201209,1801110078443,DGB생명보험주식회사,0010605,임직원,347,임직원_임원,9,임직원_이사대우,5,임직원_직원,333,등록 설계사,1583,등록 설계사_전속 설계사,1545,등록 설계사_교차모집 설계사,38,3860
7,201209,2001110014608,케이디비생명보험주식회사,0010607,임직원,860,임직원_임원,9,임직원_이사대우,12,임직원_직원,839,등록 설계사,4975,등록 설계사_전속 설계사,4877,등록 설계사_교차모집 설계사,98,11670
8,201209,1601110014483,미래에셋생명보험주식회사,0010608,임직원,1423,임직원_임원,9,임직원_이사대우,48,임직원_직원,1366,등록 설계사,6031,등록 설계사_전속 설계사,5882,등록 설계사_교차모집 설계사,149,14908
9,201209,1101116429884,에이아이에이생명보험 주식회사,0010615,임직원,661,임직원_임원,1,임직원_이사대우,31,임직원_직원,629,등록 설계사,1926,등록 설계사_전속 설계사,1913,등록 설계사_교차모집 설계사,13,5174
10,201209,1101110633712,푸르덴셜생명보험주식회사,0010616,임직원,523,임직원_임원,7,임직원_이사대우,19,임직원_직원,497,등록 설계사,2108,등록 설계사_전속 설계사,2108,등록 설계사_교차모집 설계사,0,5262
11,201209,1101110803092,오렌지라이프생명보험 주식회사,0010617,임직원,1064,임직원_임원,6,임직원_이사대우,35,임직원_직원,1023,등록 설계사,7025,등록 설계사_전속 설계사,7025,등록 설계사_교차모집 설계사,0,16178
12,201209,1101110818463,하나생명보험주식회사,0010618,임직원,234,임직원_임원,8,임직원_이사대우,2,임직원_직원,224,등록 설계사,286,등록 설계사_전속 설계사,286,등록 설계사_교차모집 설계사,0,1040
13,201209,1101110623606,DB생명보험주식회사,0010619,임직원,544,임직원_임원,5,임직원_이사대우,9,임직원_직원,530,등록 설계사,3279,등록 설계사_전속 설계사,1330,등록 설계사_교차모집 설계사,1949,7646
14,201209,1101110631154,메트라이프생명보험(주),0010620,임직원,636,임직원_임원,5,임직원_이사대우,17,임직원_직원,614,등록 설계사,6202,등록 설계사_전속 설계사,6202,등록 설계사_교차모집 설계사,0,13676
15,201209,1101110624688,동양생명보험주식회사,0010622,임직원,783,임직원_임원,9,임직원_이사대우,12,임직원_직원,762,등록 설계사,3964,등록 설계사_전속 설계사,3816,등록 설계사_교차모집 설계사,148,9494
16,201209,1101110705322,PCA생명보험주식회사,0010624,임직원,381,임직원_임원,6,임직원_이사대우,20,임직원_직원,355,등록 설계사,1540,등록 설계사_전속 설계사,1540,등록 설계사_교차모집 설계사,0,3842
17,201209,1101110709232,처브라이프생명보험주식회사,0010625,임직원,255,임직원_임원,5,임직원_이사대우,6,임직원_직원,244,등록 설계사,1146,등록 설계사_전속 설계사,1146,등록 설계사_교차모집 설계사,0,2802
18,201209,1101112620121,비엔피파리바카디프생명보험주식회사,0011226,임직원,152,임직원_임원,8,임직원_이사대우,6,임직원_직원,138,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,304
19,201209,1101112762668,푸본현대생명보험주식회사,0011320,임직원,489,임직원_임원,8,임직원_이사대우,9,임직원_직원,472,등록 설계사,680,등록 설계사_전속 설계사,677,등록 설계사_교차모집 설계사,3,2338
20,201209,1101113003699,KB생명보험주식회사,0011388,임직원,298,임직원_임원,8,임직원_이사대우,6,임직원_직원,284,등록 설계사,1355,등록 설계사_전속 설계사,1355,등록 설계사_교차모집 설계사,0,3306
21,201209,1101112940751,라이나생명보험주식회사,0011434,임직원,652,임직원_임원,6,임직원_이사대우,25,임직원_직원,621,등록 설계사,2098,등록 설계사_전속 설계사,2098,등록 설계사_교차모집 설계사,0,5500
22,201209,1101114390376,아이비케이연금보험 주식회사,0012455,임직원,111,임직원_임원,3,임직원_이사대우,4,임직원_직원,104,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,222
23,201209,1101114809377,농협생명보험주식회사,0013173,임직원,784,임직원_임원,7,임직원_이사대우,2,임직원_직원,775,등록 설계사,1646,등록 설계사_전속 설계사,1646,등록 설계사_교차모집 설계사,0,4860
0,201212,1101110003204,한화생명보험주식회사,0010593,임직원,4473,임직원_임원,8,임직원_이사대우,49,임직원_직원,4416,등록 설계사,23824,등록 설계사_전속 설계사,22063,등록 설계사_교차모집 설계사,1761,56594
1,201212,1101110007032,에이비엘생명보험주식회사,0010594,임직원,1668,임직원_임원,7,임직원_이사대우,21,임직원_직원,1640,등록 설계사,6598,등록 설계사_전속 설계사,6527,등록 설계사_교차모집 설계사,71,16532
2,201212,1101110005953,삼성생명보험주식회사,0010595,임직원,6655,임직원_임원,9,임직원_이사대우,82,임직원_직원,6564,등록 설계사,39807,등록 설계사_전속 설계사,37508,등록 설계사_교차모집 설계사,2299,92924
3,201212,1101110018443,흥국생명보험주식회사,0010596,임직원,546,임직원_임원,7,임직원_이사대우,11,임직원_직원,528,등록 설계사,5445,등록 설계사_전속 설계사,4383,등록 설계사_교차모집 설계사,1062,11982
4,201212,1101110014970,교보생명보험주식회사,0010597,임직원,4655,임직원_임원,8,임직원_이사대우,43,임직원_직원,4604,등록 설계사,22684,등록 설계사_전속 설계사,20066,등록 설계사_교차모집 설계사,2618,54678
5,201212,1101110667498,신한생명보험주식회사,0010599,임직원,1420,임직원_임원,7,임직원_이사대우,21,임직원_직원,1392,등록 설계사,10844,등록 설계사_전속 설계사,10758,등록 설계사_교차모집 설계사,86,24528
6,201212,1801110078443,DGB생명보험주식회사,0010605,임직원,356,임직원_임원,8,임직원_이사대우,5,임직원_직원,343,등록 설계사,1644,등록 설계사_전속 설계사,1611,등록 설계사_교차모집 설계사,33,4000
7,201212,2001110014608,케이디비생명보험주식회사,0010607,임직원,863,임직원_임원,9,임직원_이사대우,12,임직원_직원,842,등록 설계사,5039,등록 설계사_전속 설계사,4950,등록 설계사_교차모집 설계사,89,11804
8,201212,1601110014483,미래에셋생명보험주식회사,0010608,임직원,1421,임직원_임원,9,임직원_이사대우,48,임직원_직원,1364,등록 설계사,5575,등록 설계사_전속 설계사,5462,등록 설계사_교차모집 설계사,113,13992
9,201212,1101116429884,에이아이에이생명보험 주식회사,0010615,임직원,670,임직원_임원,1,임직원_이사대우,21,임직원_직원,648,등록 설계사,2192,등록 설계사_전속 설계사,2182,등록 설계사_교차모집 설계사,10,5724
10,201212,1101110633712,푸르덴셜생명보험주식회사,0010616,임직원,489,임직원_임원,7,임직원_이사대우,19,임직원_직원,463,등록 설계사,2172,등록 설계사_전속 설계사,2172,등록 설계사_교차모집 설계사,0,5322
11,201212,1101110803092,오렌지라이프생명보험 주식회사,0010617,임직원,1058,임직원_임원,6,임직원_이사대우,33,임직원_직원,1019,등록 설계사,6949,등록 설계사_전속 설계사,6949,등록 설계사_교차모집 설계사,0,16014
12,201212,1101110818463,하나생명보험주식회사,0010618,임직원,228,임직원_임원,8,임직원_이사대우,2,임직원_직원,218,등록 설계사,282,등록 설계사_전속 설계사,282,등록 설계사_교차모집 설계사,0,1020
13,201212,1101110623606,DB생명보험주식회사,0010619,임직원,538,임직원_임원,5,임직원_이사대우,10,임직원_직원,523,등록 설계사,3429,등록 설계사_전속 설계사,1478,등록 설계사_교차모집 설계사,1951,7934
14,201212,1101110631154,메트라이프생명보험(주),0010620,임직원,632,임직원_임원,5,임직원_이사대우,17,임직원_직원,610,등록 설계사,6399,등록 설계사_전속 설계사,6399,등록 설계사_교차모집 설계사,0,14062
15,201212,1101110624688,동양생명보험주식회사,0010622,임직원,855,임직원_임원,9,임직원_이사대우,11,임직원_직원,835,등록 설계사,3869,등록 설계사_전속 설계사,3745,등록 설계사_교차모집 설계사,124,9448
16,201212,1101110705322,PCA생명보험주식회사,0010624,임직원,386,임직원_임원,6,임직원_이사대우,21,임직원_직원,359,등록 설계사,1502,등록 설계사_전속 설계사,1502,등록 설계사_교차모집 설계사,0,3776
17,201212,1101110709232,처브라이프생명보험주식회사,0010625,임직원,258,임직원_임원,4,임직원_이사대우,8,임직원_직원,246,등록 설계사,1417,등록 설계사_전속 설계사,1417,등록 설계사_교차모집 설계사,0,3350
18,201212,1101112620121,비엔피파리바카디프생명보험주식회사,0011226,임직원,155,임직원_임원,8,임직원_이사대우,6,임직원_직원,141,등록 설계사,3,등록 설계사_전속 설계사,3,등록 설계사_교차모집 설계사,0,316
19,201212,1101112762668,푸본현대생명보험주식회사,0011320,임직원,526,임직원_임원,8,임직원_이사대우,9,임직원_직원,509,등록 설계사,921,등록 설계사_전속 설계사,919,등록 설계사_교차모집 설계사,2,2894
20,201212,1101113003699,KB생명보험주식회사,0011388,임직원,316,임직원_임원,8,임직원_이사대우,6,임직원_직원,302,등록 설계사,1456,등록 설계사_전속 설계사,1456,등록 설계사_교차모집 설계사,0,3544
21,201212,1101112940751,라이나생명보험주식회사,0011434,임직원,647,임직원_임원,6,임직원_이사대우,27,임직원_직원,614,등록 설계사,2325,등록 설계사_전속 설계사,2325,등록 설계사_교차모집 설계사,0,5944
22,201212,1101114390376,아이비케이연금보험 주식회사,0012455,임직원,109,임직원_임원,3,임직원_이사대우,4,임직원_직원,102,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,218
23,201212,1101114809377,농협생명보험주식회사,0013173,임직원,793,임직원_임원,7,임직원_이사대우,2,임직원_직원,784,등록 설계사,1776,등록 설계사_전속 설계사,1776,등록 설계사_교차모집 설계사,0,5138
0,201303,1101110003204,한화생명보험주식회사,0010593,임직원,4610,임직원_임원,8,임직원_이사대우,48,임직원_직원,4554,등록 설계사,24446,등록 설계사_전속 설계사,22820,등록 설계사_교차모집 설계사,1626,58112
1,201303,1101110007032,에이비엘생명보험주식회사,0010594,임직원,1657,임직원_임원,6,임직원_이사대우,20,임직원_직원,1631,등록 설계사,5482,등록 설계사_전속 설계사,5419,등록 설계사_교차모집 설계사,63,14278
2,201303,1101110005953,삼성생명보험주식회사,0010595,임직원,6903,임직원_임원,9,임직원_이사대우,79,임직원_직원,6815,등록 설계사,38497,등록 설계사_전속 설계사,36413,등록 설계사_교차모집 설계사,2084,90800
3,201303,1101110018443,흥국생명보험주식회사,0010596,임직원,589,임직원_임원,7,임직원_이사대우,10,임직원_직원,572,등록 설계사,5534,등록 설계사_전속 설계사,4511,등록 설계사_교차모집 설계사,1023,12246
4,201303,1101110014970,교보생명보험주식회사,0010597,임직원,4704,임직원_임원,8,임직원_이사대우,43,임직원_직원,4653,등록 설계사,22717,등록 설계사_전속 설계사,20193,등록 설계사_교차모집 설계사,2524,54842
5,201303,1101110667498,신한생명보험주식회사,0010599,임직원,1450,임직원_임원,7,임직원_이사대우,22,임직원_직원,1421,등록 설계사,10823,등록 설계사_전속 설계사,10741,등록 설계사_교차모집 설계사,82,24546
6,201303,1801110078443,DGB생명보험주식회사,0010605,임직원,352,임직원_임원,8,임직원_이사대우,5,임직원_직원,339,등록 설계사,1546,등록 설계사_전속 설계사,1505,등록 설계사_교차모집 설계사,41,3796
7,201303,2001110014608,케이디비생명보험주식회사,0010607,임직원,884,임직원_임원,9,임직원_이사대우,13,임직원_직원,862,등록 설계사,5001,등록 설계사_전속 설계사,4914,등록 설계사_교차모집 설계사,87,11770
8,201303,1601110014483,미래에셋생명보험주식회사,0010608,임직원,1398,임직원_임원,9,임직원_이사대우,47,임직원_직원,1342,등록 설계사,5472,등록 설계사_전속 설계사,5373,등록 설계사_교차모집 설계사,99,13740
9,201303,1101116429884,에이아이에이생명보험 주식회사,0010615,임직원,673,임직원_임원,1,임직원_이사대우,21,임직원_직원,651,등록 설계사,2325,등록 설계사_전속 설계사,2313,등록 설계사_교차모집 설계사,12,5996
10,201303,1101110633712,푸르덴셜생명보험주식회사,0010616,임직원,492,임직원_임원,7,임직원_이사대우,19,임직원_직원,466,등록 설계사,2215,등록 설계사_전속 설계사,2215,등록 설계사_교차모집 설계사,0,5414
11,201303,1101110803092,오렌지라이프생명보험 주식회사,0010617,임직원,1041,임직원_임원,6,임직원_이사대우,33,임직원_직원,1002,등록 설계사,6784,등록 설계사_전속 설계사,6784,등록 설계사_교차모집 설계사,0,15650
12,201303,1101110818463,하나생명보험주식회사,0010618,임직원,222,임직원_임원,8,임직원_이사대우,2,임직원_직원,212,등록 설계사,265,등록 설계사_전속 설계사,265,등록 설계사_교차모집 설계사,0,974
13,201303,1101110623606,DB생명보험주식회사,0010619,임직원,534,임직원_임원,5,임직원_이사대우,10,임직원_직원,519,등록 설계사,3528,등록 설계사_전속 설계사,1567,등록 설계사_교차모집 설계사,1961,8124
14,201303,1101110631154,메트라이프생명보험(주),0010620,임직원,646,임직원_임원,5,임직원_이사대우,15,임직원_직원,626,등록 설계사,6296,등록 설계사_전속 설계사,6296,등록 설계사_교차모집 설계사,0,13884
15,201303,1101110624688,동양생명보험주식회사,0010622,임직원,890,임직원_임원,9,임직원_이사대우,12,임직원_직원,869,등록 설계사,4125,등록 설계사_전속 설계사,4010,등록 설계사_교차모집 설계사,115,10030
16,201303,1101110705322,PCA생명보험주식회사,0010624,임직원,407,임직원_임원,6,임직원_이사대우,21,임직원_직원,380,등록 설계사,1624,등록 설계사_전속 설계사,1624,등록 설계사_교차모집 설계사,0,4062
17,201303,1101110709232,처브라이프생명보험주식회사,0010625,임직원,258,임직원_임원,4,임직원_이사대우,7,임직원_직원,247,등록 설계사,1457,등록 설계사_전속 설계사,1457,등록 설계사_교차모집 설계사,0,3430
18,201303,1101112620121,비엔피파리바카디프생명보험주식회사,0011226,임직원,159,임직원_임원,8,임직원_이사대우,7,임직원_직원,144,등록 설계사,2,등록 설계사_전속 설계사,2,등록 설계사_교차모집 설계사,0,322
19,201303,1101112762668,푸본현대생명보험주식회사,0011320,임직원,603,임직원_임원,8,임직원_이사대우,13,임직원_직원,582,등록 설계사,1104,등록 설계사_전속 설계사,1104,등록 설계사_교차모집 설계사,0,3414
20,201303,1101113003699,KB생명보험주식회사,0011388,임직원,314,임직원_임원,8,임직원_이사대우,6,임직원_직원,300,등록 설계사,1442,등록 설계사_전속 설계사,1442,등록 설계사_교차모집 설계사,0,3512
21,201303,1101112940751,라이나생명보험주식회사,0011434,임직원,676,임직원_임원,6,임직원_이사대우,25,임직원_직원,645,등록 설계사,2465,등록 설계사_전속 설계사,2465,등록 설계사_교차모집 설계사,0,6282
22,201303,1101114390376,아이비케이연금보험 주식회사,0012455,임직원,114,임직원_임원,3,임직원_이사대우,4,임직원_직원,107,등록 설계사,0,등록 설계사_전속 설계사,0,등록 설계사_교차모집 설계사,0,228
23,201303,1101114809377,농협생명보험주식회사,0013173,임직원,860,임직원_임원,7,임직원_이사대우,2,임직원_직원,851,등록 설계사,1680,등록 설계사_전속 설계사,1680,등록 설계사_교차모집 설계사,0,5080
0,201306,1101110003204,한화생명보험주식회사,0010593,임직원,4611,임직원_임원,8,임직원_이사대우,59,임직원_직원,4544,등록 설계사,24985,등록 설계사_전속 설계사,23425,등록 설계사_교차모집 설계사,1560,59192
1,201306,1101110007032,에이비엘생명보험주식회사,0010594,임직원,1639,임직원_임원,6,임직원_이사대우,20,임직원_직원,1613,등록 설계사,4976,등록 설계사_전속 설계사,4926,등록 설계사_교차모집 설계사,50,13230
2,201306,1101110005953,삼성생명보험주식회사,0010595,임직원,6889,임직원_임원,10,임직원_이사대우,79,임직원_직원,6800,등록 설계사,36601,등록 설계사_전속 설계사,34556,등록 설계사_교차모집 설계사,2045,86980
